text,y
"Every 5th and 6th sheet in the packages I received is not hole punched.  Talk about inconvenient.  The paper is very thin and I guess I am not used to buying paper but it is so slippery that it is hard to write on.  I know that sounds silly, but I guess the quality is very inexpensive.",1
"Not Panasonic's most well made product. Started having issues after 2 months, speaker phone stopped working, buzz on the phone, volume button 'froze'. Was on my husband's desk, replaced it with an AT&T model which is still perfect after a year. Would not recommend this Panasonic model phone.",1
Was dead on arrival.,1
No Caller ID!  This phone is really obsolete and the display is very difficult to read.  I would not recommend this phone.,1
"I bought this to use in my home office as a safer alternative to wireless phones that emit radiation. Unfortunately, with a headset plugged in I had to be speaking directly at the phone and callers told me I sounded like I was talking in a tunnel. Sadly, I have to give it away as it's a sub-par product even though I think Panasonic overall make the best phones.",1
"I used to have this fax machine at my former office and it was a great piece of office equipment.  When I went to my present place of employment, they used the same fax machine and it worked splendidly for about three and a half years.  Then it broke down and was replaced with the same model.  Only this new machine was endlessly frustrating.  When trying to fax something, it would invariably skew the paper and then jam.  It could take fifteen minutes to do a simple 1 or 2 page fax job.  After several months of trying to work with this machine, we changed it for a new copy of the same model, and guess what---we have the exact same problem!  The new fax machine also skews and jams paper.  I have no choice, having received 2 lemons in a row to conclude that this model has gone downhill in quality.  Not recommended.",1
"120 days later the dialing function no longer works. Very poor quality construction. Too bad, this was a nice phone initially.",1
A,1
Didn't work.,1
"I've ordered HP Cartridges from Amazon in the past.  I bought my last black #56 cartridge in August 2012.  In the past these cartridges have lasted about a year with the amount of printing I do.  This last one is only 2 month old and it's starting to run out of ink.  I'm sorry I didn't heed other reviewers.  I should have paid a little more money and bought the cartridge locally.

The Cartridge I bought had been made in Malaysia. I'm not sure how you can make sure where the product is made but other HP Cartridges I've bought online and locally have never failed like this one.  Amazon has stood behind this cartridge and made good on my purchase.",1
